transaction_id,customer_id,customer_age,customer_gender,income_group,bank_name,card_type,transaction_amount,transaction_type,transaction_time,transaction_location,state,device_type,operating_system,merchant_category,previous_transactions_count,account_balance,international_transaction,failed_login_attempts,suspicious_ip_flag,new_device_login,risk_score,is_fraud
TXN0000848,CUST790956,23,Female,High,Bandhan Bank,RuPay,1595.80,ATM Withdrawal,4/11/2025,Bhavnagar,Punjab,mobile,iOS,Food,77,407261.18,0,9,0,1,30,0
TXN0000849,CUST381303,19,Female,Middle,Bank of Baroda,MasterCard,20993.56,Credit Card,6/16/2025,Ranchi,Andhra Pradesh,ATM,Windows,Shopping,47,1446387.53,0,0,0,0,0,0
TXN0000850,CUST227997,21,Female,Upper-Middle,ICICI,MasterCard,3450.61,UPI,6/20/2025,Aurangabad,Telangana,desktop,Android,Shopping,128,217625.27,0,3,0,1,25,0
TXN0000851,CUST875672,37,Female,Upper-Middle,IndusInd,Visa,5287.25,Credit Card,7/20/2025,Ranchi,Gujarat,mobile,Android,Education,24,1117177.47,0,1,0,0,0,0
TXN0000852,CUST530514,54,Male,Upper-Middle,Yes Bank,Visa,5998.30,IMPS,11/17/2025,Aurangabad,West Bengal,ATM,Windows,Travel,62,270067.36,0,0,0,0,0,0
TXN0000853,CUST657127,18,Female,Upper-Middle,Axis Bank,RuPay,6509.21,NEFT,11/16/2025,Madurai,Madhya Pradesh,mobile,Android,Entertainment,13,292420.51,0,8,0,0,25,0
TXN0000854,CUST735534,63,Female,Upper-Middle,HDFC,Visa,22204.27,Debit Card,6/18/2025,Bareilly,Punjab,ATM,Windows,Fuel,102,908576.06,0,4,0,0,0,0
TXN0000855,CUST700891,68,Female,High,Union Bank,RuPay,14224.59,NEFT,5/31/2025,Nagpur,Uttarakhand,mobile,Linux,Fuel,4,396542.66,0,10,0,0,25,0
TXN0000856,CUST877610,32,Female,Middle,IndusInd,Visa,7893.91,Wallet,8/6/2025,Amritsar,Tamil Nadu,POS,iOS,Travel,5,482675.02,1,0,0,1,35,0
TXN0000857,CUST388521,34,Female,High,HDFC,RuPay,11606.07,Credit Card,11/1/2025,Kanpur,Maharashtra,ATM,Android,Entertainment,140,720613.15,0,8,0,0,15,0
TXN0000858,CUST495000,68,Female,Upper-Middle,South Indian Bank,RuPay,6764.46,Debit Card,8/23/2025,Shimla,Maharashtra,desktop,Linux,Education,108,280322.19,0,0,0,0,0,0
TXN0000859,CUST348364,30,Male,Low,IDFC First,MasterCard,2663.79,Wallet,8/29/2025,Bareilly,Uttar Pradesh,mobile,Linux,Electronics,83,645086.38,0,4,0,0,0,0
TXN0000860,CUST457811,61,Female,Middle,Bandhan Bank,Visa,60.20,UPI,8/20/2025,Hyderabad,Punjab,desktop,Android,Travel,86,1014460.91,0,4,0,0,0,0
TXN0000861,CUST230932,52,Female,Upper-Middle,ICICI,RuPay,4030.65,NEFT,3/26/2025,Indore,Telangana,ATM,Android,Healthcare,76,1158781.85,0,7,0,0,25,0
TXN0000862,CUST596696,27,Male,Low,Kotak Mahindra,Visa,13828.25,UPI,3/19/2025,Kochi,Gujarat,desktop,iOS,Bills,56,931908.09,0,5,0,0,10,0
TXN0000863,CUST134552,19,Male,High,HSBC India,RuPay,636.83,Debit Card,12/26/2025,Ranchi,Madhya Pradesh,desktop,Android,Food,8,534103.87,0,4,0,0,0,0
TXN0000864,CUST755865,70,Male,Low,RBL Bank,Visa,772.57,UPI,3/12/2025,Ahmedabad,Jammu & Kashmir,ATM,Linux,Travel,68,342239.91,0,9,0,1,30,0
TXN0000865,CUST959846,26,Female,Upper-Middle,RBL Bank,RuPay,12275.04,RTGS,6/18/2025,Varanasi,Madhya Pradesh,POS,Windows,Education,3,358456.33,0,1,0,0,10,0
TXN0000866,CUST294008,44,Male,Low,Yes Bank,Visa,1550.18,Debit Card,2/21/2025,Hyderabad,Madhya Pradesh,POS,Linux,Food,97,1158184.61,1,8,0,0,35,0
TXN0000867,CUST258763,29,Female,Low,AU Small Finance,MasterCard,6.78,NEFT,10/8/2025,Goa,Punjab,mobile,Linux,Entertainment,23,1427262.34,0,4,0,0,0,0
TXN0000868,CUST797984,40,Female,High,Canara Bank,RuPay,2949.46,Debit Card,12/10/2025,Noida,Himachal Pradesh,POS,Linux,Education,111,512492.60,0,4,0,0,10,0
TXN0000869,CUST922584,22,Male,Middle,South Indian Bank,MasterCard,3591.84,Wallet,10/1/2025,Lucknow,Himachal Pradesh,mobile,Android,Food,123,1005626.87,0,4,1,0,20,0
TXN0000870,CUST283861,23,Male,High,Indian Bank,MasterCard,7444.94,Credit Card,8/24/2025,Prayagraj,Punjab,mobile,Android,Healthcare,53,166093.77,0,4,0,1,15,0
TXN0000871,CUST649932,39,Female,High,SBI,RuPay,4187.00,UPI,9/25/2025,Mysore,Kerala,mobile,iOS,Fuel,55,11162.23,0,7,0,1,40,1
TXN0000872,CUST985947,26,Male,Low,IDFC First,Visa,24895.21,ATM Withdrawal,6/6/2025,Prayagraj,Jammu & Kashmir,ATM,iOS,Insurance,23,162002.81,0,7,0,0,15,0
TXN0000873,CUST246087,63,Female,Low,Axis Bank,MasterCard,668.01,RTGS,2/21/2025,Patna,Telangana,mobile,Windows,Fuel,13,1335972.86,0,1,0,0,10,0
TXN0000874,CUST148736,40,Female,Upper-Middle,Kotak Mahindra,Visa,1805.91,UPI,7/5/2025,Udaipur,Uttarakhand,mobile,Windows,Electronics,101,1487634.09,0,9,0,0,25,0
TXN0000875,CUST998405,26,Female,Upper-Middle,Indian Bank,MasterCard,6663.95,UPI,3/22/2025,Noida,Madhya Pradesh,ATM,Linux,Education,103,1195520.15,0,6,0,0,25,0
TXN0000876,CUST599331,22,Female,Low,HDFC,Visa,7663.71,NEFT,12/3/2025,Kolkata,Maharashtra,POS,Android,Insurance,147,514776.21,0,7,0,1,30,0
TXN0000877,CUST855939,42,Female,Upper-Middle,Bandhan Bank,RuPay,405.54,Wallet,5/28/2025,Srinagar,West Bengal,POS,Windows,Entertainment,109,527299.90,0,5,0,0,0,0
TXN0000878,CUST849786,47,Female,Upper-Middle,IDFC First,Visa,7191.99,Wallet,7/10/2025,Bareilly,Tamil Nadu,ATM,Android,Insurance,39,1120536.15,0,9,0,1,30,0
TXN0000879,CUST872456,24,Female,Upper-Middle,Bandhan Bank,MasterCard,7184.80,IMPS,3/19/2025,Kochi,Gujarat,desktop,iOS,Travel,131,664592.33,0,7,0,1,40,1
TXN0000880,CUST831231,61,Female,Middle,Yes Bank,Visa,13876.99,Debit Card,10/19/2025,Ranchi,Karnataka,POS,iOS,Food,135,104605.10,0,4,0,1,15,0
TXN0000881,CUST813164,36,Female,High,South Indian Bank,RuPay,8627.42,Debit Card,2/4/2025,Kolkata,Maharashtra,POS,Android,Education,62,618969.45,0,1,0,0,10,0
TXN0000882,CUST589320,62,Male,Middle,Union Bank,MasterCard,22250.18,NEFT,7/25/2025,Thane,Haryana,POS,iOS,Healthcare,12,508272.09,0,0,0,0,0,0
TXN0000883,CUST326119,59,Male,Middle,RBL Bank,MasterCard,1416.15,Credit Card,5/30/2025,Nagpur,Tamil Nadu,ATM,Windows,Shopping,57,908177.44,0,6,0,0,15,0
TXN0000884,CUST106844,46,Female,High,HDFC,RuPay,1291.04,Debit Card,5/2/2025,Patna,Himachal Pradesh,ATM,Windows,Fuel,111,1357675.24,0,8,0,1,30,0
TXN0000885,CUST862264,20,Male,Low,IndusInd,MasterCard,2067.76,ATM Withdrawal,8/9/2025,Faridabad,Kerala,desktop,iOS,Electronics,30,272811.51,0,0,0,0,0,0
TXN0000886,CUST505558,68,Male,Upper-Middle,Yes Bank,Visa,5432.92,UPI,1/12/2025,Srinagar,Himachal Pradesh,desktop,Android,Food,70,793112.08,0,10,0,0,15,0
TXN0000887,CUST935602,35,Male,Middle,HDFC,Visa,491.95,NEFT,10/21/2025,Kanpur,Kerala,POS,Linux,Travel,12,119624.67,0,8,0,0,15,0
TXN0000888,CUST218036,48,Male,High,IndusInd,RuPay,2235.74,Debit Card,5/23/2025,Nagpur,West Bengal,mobile,Linux,Bills,68,1003208.03,0,8,0,0,15,0
TXN0000889,CUST100980,38,Male,Upper-Middle,Union Bank,MasterCard,11958.34,RTGS,2/11/2025,Dehradun,Bihar,POS,Windows,Healthcare,46,851874.66,0,8,0,0,15,0
TXN0000890,CUST737720,63,Male,Middle,AU Small Finance,RuPay,1968.12,Credit Card,8/20/2025,Vadodara,Punjab,desktop,Windows,Education,146,1277216.91,0,10,0,0,15,0
TXN0000891,CUST150699,33,Male,Low,RBL Bank,RuPay,6936.52,Debit Card,6/8/2025,Kochi,Maharashtra,mobile,iOS,Food,55,577316.58,0,9,0,0,15,0
TXN0000892,CUST853597,37,Female,Middle,RBL Bank,MasterCard,682.53,IMPS,9/14/2025,Amritsar,Jharkhand,desktop,Linux,Healthcare,145,432929.45,1,4,0,1,35,0
TXN0000893,CUST949188,28,Female,High,Yes Bank,MasterCard,1306.53,NEFT,12/1/2025,Noida,Gujarat,POS,iOS,Healthcare,53,1302508.16,0,5,0,0,0,0
TXN0000894,CUST783965,67,Male,Middle,AU Small Finance,Visa,1339.32,NEFT,11/20/2025,Bhopal,Gujarat,ATM,Linux,Electronics,7,1052069.86,0,5,0,0,0,0
TXN0000895,CUST425134,19,Male,Middle,IndusInd,RuPay,16321.42,NEFT,1/11/2025,Visakhapatnam,Uttar Pradesh,ATM,Android,Food,56,850892.58,0,4,0,1,15,0
TXN0000896,CUST474040,68,Male,Middle,Indian Bank,RuPay,135.77,Credit Card,5/25/2025,Jabalpur,Haryana,desktop,iOS,Entertainment,55,843347.25,0,9,0,0,15,0
TXN0000897,CUST403999,51,Male,Upper-Middle,Union Bank,RuPay,5741.89,Debit Card,1/9/2025,Jaipur,Madhya Pradesh,ATM,Linux,Education,4,999171.00,0,4,0,0,0,0
TXN0000898,CUST244983,54,Male,Middle,IDFC First,MasterCard,4710.77,NEFT,4/7/2025,Pune,Bihar,ATM,Linux,Shopping,101,1155774.43,0,3,0,0,0,0
TXN0000899,CUST973952,31,Female,Upper-Middle,Bandhan Bank,MasterCard,610.91,UPI,3/15/2025,Kolkata,Jammu & Kashmir,POS,Linux,Bills,46,1173088.06,0,7,0,0,15,0
TXN0000900,CUST460383,33,Male,Upper-Middle,IndusInd,RuPay,5613.80,NEFT,3/25/2025,Mumbai,Bihar,POS,Android,Bills,89,1211590.52,0,4,0,0,0,0
TXN0000901,CUST308883,40,Female,Upper-Middle,Union Bank,Visa,978.57,NEFT,5/31/2025,Kochi,Madhya Pradesh,POS,Android,Electronics,127,163767.10,0,8,0,0,15,0
TXN0000902,CUST796142,67,Male,High,RBL Bank,RuPay,115.69,NEFT,9/2/2025,Jabalpur,Kerala,mobile,Android,Shopping,109,1173624.75,0,9,0,0,25,0
TXN0000903,CUST749426,24,Male,Middle,PNB,Visa,3544.12,NEFT,1/13/2025,Tirupati,Kerala,mobile,Android,Bills,35,1016615.79,0,7,0,0,15,0
TXN0000904,CUST363055,51,Male,High,Indian Bank,Visa,3441.78,Wallet,2/3/2025,Bareilly,Jharkhand,mobile,Windows,Shopping,12,1355406.34,0,10,0,0,15,0
TXN0000905,CUST641524,25,Male,Upper-Middle,Federal Bank,MasterCard,2883.45,RTGS,10/16/2025,Chandigarh,Karnataka,POS,Linux,Food,120,246640.80,0,10,0,0,25,0
TXN0000906,CUST382531,52,Female,High,Kotak Mahindra,RuPay,1287.88,NEFT,12/4/2025,Prayagraj,Andhra Pradesh,POS,Android,Shopping,81,57949.28,0,3,0,0,0,0
TXN0000907,CUST859717,60,Female,High,HDFC,MasterCard,8272.11,Credit Card,7/20/2025,Dhanbad,Andhra Pradesh,mobile,Android,Electronics,128,1418847.68,0,7,0,0,15,0
TXN0000908,CUST876952,54,Male,Middle,Bandhan Bank,MasterCard,22893.19,Credit Card,4/2/2025,Jabalpur,Uttar Pradesh,desktop,iOS,Shopping,28,965107.67,0,2,0,0,0,0
TXN0000909,CUST581225,31,Male,Upper-Middle,ICICI,Visa,14206.51,Credit Card,4/21/2025,Ahmedabad,Tamil Nadu,POS,Android,Shopping,55,142200.33,0,3,0,0,10,0
TXN0000910,CUST549275,50,Female,Upper-Middle,UCO Bank,RuPay,3932.97,UPI,3/5/2025,Tirupati,Jharkhand,desktop,iOS,Electronics,57,673812.08,0,1,0,0,0,0
TXN0000911,CUST837655,57,Female,Upper-Middle,IDFC First,MasterCard,10623.70,Debit Card,10/10/2025,Gurgaon,Haryana,POS,iOS,Fuel,148,1096665.86,0,7,0,0,15,0
TXN0000912,CUST746431,52,Female,Low,Indian Bank,RuPay,1067.17,IMPS,10/30/2025,Bareilly,Himachal Pradesh,ATM,Android,Insurance,59,698660.34,0,8,0,0,15,0
TXN0000913,CUST618012,36,Female,High,AU Small Finance,RuPay,21756.64,Debit Card,6/6/2025,Raipur,Goa,mobile,Linux,Bills,90,362592.18,0,8,0,0,15,0
TXN0000914,CUST822604,39,Male,High,Bank of Baroda,MasterCard,4538.88,IMPS,2/19/2025,Dehradun,Haryana,ATM,Android,Fuel,75,368646.39,1,3,0,1,35,0
TXN0000915,CUST476327,61,Male,High,Bank of Baroda,RuPay,5266.81,NEFT,12/15/2025,Visakhapatnam,Rajasthan,ATM,Linux,Food,88,1239102.73,0,2,0,1,15,0
TXN0000916,CUST197141,60,Male,High,SBI,RuPay,24080.51,ATM Withdrawal,7/9/2025,Faridabad,Telangana,desktop,Windows,Bills,78,124197.00,0,2,0,0,10,0
TXN0000917,CUST805312,34,Male,Middle,AU Small Finance,Visa,8178.76,Debit Card,12/13/2025,Udaipur,Karnataka,POS,Linux,Fuel,37,675299.60,0,9,0,0,15,0
TXN0000918,CUST567518,59,Female,High,SBI,MasterCard,4716.28,UPI,7/12/2025,Thane,Madhya Pradesh,ATM,Windows,Education,107,22951.42,0,2,0,0,10,0
TXN0000919,CUST995600,21,Female,Low,Yes Bank,MasterCard,1073.31,Wallet,9/9/2025,Nagpur,West Bengal,mobile,Android,Entertainment,49,637791.03,0,3,0,0,0,0
TXN0000920,CUST780514,32,Female,High,Kotak Mahindra,MasterCard,5342.88,Credit Card,9/1/2025,Chennai,Gujarat,ATM,Android,Electronics,67,496136.78,0,8,1,0,35,0
TXN0000921,CUST951166,22,Male,High,Yes Bank,MasterCard,365.00,Credit Card,7/4/2025,Mumbai,Punjab,ATM,iOS,Healthcare,110,363373.69,1,5,0,1,35,0
TXN0000922,CUST180106,34,Male,High,Kotak Mahindra,MasterCard,15626.09,Credit Card,7/7/2025,Varanasi,Andhra Pradesh,ATM,Linux,Education,70,843069.04,0,2,0,0,0,0
TXN0000923,CUST546667,47,Male,Low,Indian Bank,MasterCard,9645.79,ATM Withdrawal,7/11/2025,Indore,Kerala,POS,Windows,Education,66,216987.87,0,7,0,0,15,0
TXN0000924,CUST558747,52,Male,High,Union Bank,Visa,174.20,Debit Card,6/10/2025,Agra,Telangana,desktop,Windows,Shopping,28,1315860.47,0,8,0,0,15,0
TXN0000925,CUST860112,42,Female,Low,South Indian Bank,MasterCard,2346.86,Wallet,2/9/2025,Udaipur,Punjab,ATM,Linux,Healthcare,16,738690.02,0,4,1,0,20,0
TXN0000926,CUST363757,56,Female,High,Yes Bank,Visa,3874.99,RTGS,8/2/2025,Visakhapatnam,Rajasthan,POS,Android,Bills,63,1399314.42,0,3,0,0,0,0
TXN0000927,CUST475016,41,Female,Middle,Bandhan Bank,Visa,25949.09,IMPS,4/25/2025,Bangalore,Andhra Pradesh,mobile,iOS,Entertainment,62,1161479.36,1,2,0,1,35,0
TXN0000928,CUST249366,47,Female,Low,RBL Bank,RuPay,159.11,Credit Card,12/23/2025,Bareilly,Himachal Pradesh,POS,iOS,Insurance,91,1163027.25,0,4,0,0,0,0
TXN0000929,CUST805120,51,Female,High,HSBC India,MasterCard,2109.09,NEFT,12/9/2025,Madurai,Uttarakhand,ATM,iOS,Fuel,145,859625.56,0,2,0,0,0,0
TXN0000930,CUST140380,24,Female,Middle,South Indian Bank,RuPay,3507.53,IMPS,3/30/2025,Indore,Tamil Nadu,desktop,Windows,Shopping,23,75198.92,0,7,0,0,15,0
TXN0000931,CUST294372,18,Male,Low,UCO Bank,MasterCard,11993.56,NEFT,5/15/2025,Noida,Goa,mobile,iOS,Fuel,94,668501.56,0,7,0,0,15,0
TXN0000932,CUST410418,31,Female,Upper-Middle,SBI,MasterCard,32927.31,UPI,4/25/2025,Chandigarh,Uttarakhand,POS,Android,Entertainment,19,1342045.79,0,7,1,1,50,1
TXN0000933,CUST475052,59,Male,Middle,PNB,RuPay,6402.41,Wallet,9/12/2025,Bangalore,Bihar,POS,Android,Shopping,59,1339973.13,0,0,0,0,0,0
TXN0000934,CUST772894,64,Female,Middle,HSBC India,Visa,5519.29,Credit Card,2/6/2025,Bhavnagar,Bihar,mobile,Windows,Insurance,50,1223570.46,0,0,0,0,0,0
TXN0000935,CUST136975,28,Male,Middle,Canara Bank,Visa,749.66,Wallet,10/31/2025,Jabalpur,Uttar Pradesh,desktop,Linux,Fuel,73,270896.69,0,7,0,1,30,0
TXN0000936,CUST464382,46,Female,Middle,Axis Bank,Visa,7233.79,NEFT,10/27/2025,Madurai,Karnataka,POS,Android,Insurance,119,1236010.26,0,9,0,0,15,0
TXN0000937,CUST199036,49,Male,Upper-Middle,Union Bank,Visa,2019.95,RTGS,11/29/2025,Hyderabad,Delhi,desktop,Android,Fuel,69,1150189.94,0,8,0,0,15,0
TXN0000938,CUST160742,69,Female,Upper-Middle,South Indian Bank,MasterCard,3065.79,Wallet,3/8/2025,Surat,Jharkhand,POS,Linux,Food,95,138270.21,0,7,0,0,15,0
TXN0000939,CUST501219,42,Female,High,Axis Bank,Visa,4135.28,Debit Card,3/20/2025,Meerut,Telangana,ATM,Windows,Shopping,107,289069.08,0,7,0,0,15,0
TXN0000940,CUST433281,31,Male,Middle,IDFC First,Visa,1582.93,ATM Withdrawal,2/18/2025,Nagpur,Bihar,POS,Windows,Electronics,97,599881.54,0,6,0,1,30,0
TXN0000941,CUST859642,62,Male,High,AU Small Finance,RuPay,3172.58,Credit Card,6/19/2025,Visakhapatnam,Haryana,mobile,Windows,Insurance,41,857903.29,0,3,0,0,0,0
TXN0000942,CUST555184,64,Male,High,Bandhan Bank,Visa,13047.15,Credit Card,12/1/2025,Kolkata,Andhra Pradesh,desktop,Windows,Food,108,42768.38,0,3,0,0,0,0
TXN0000943,CUST320980,47,Female,High,HSBC India,Visa,795.89,RTGS,5/15/2025,Kanpur,Delhi,ATM,iOS,Education,96,718824.43,0,5,0,0,10,0
TXN0000944,CUST254089,63,Female,Upper-Middle,Axis Bank,Visa,18778.29,NEFT,3/18/2025,Raipur,Tamil Nadu,desktop,Android,Education,61,128978.17,0,5,0,0,10,0
TXN0000945,CUST288309,70,Male,Upper-Middle,Axis Bank,Visa,984.10,IMPS,2/21/2025,Chennai,Delhi,ATM,Android,Electronics,2,195025.79,0,3,0,0,0,0
TXN0000946,CUST895601,58,Male,Middle,Yes Bank,MasterCard,21016.01,NEFT,10/10/2025,Agra,Himachal Pradesh,desktop,iOS,Education,8,717577.94,0,6,0,0,15,0
TXN0000947,CUST652886,46,Female,Low,Axis Bank,Visa,5695.26,NEFT,12/9/2025,Chandigarh,Maharashtra,mobile,iOS,Bills,128,1303638.80,0,3,0,0,0,0
TXN0000948,CUST185594,21,Female,Upper-Middle,Yes Bank,RuPay,4215.13,Debit Card,7/16/2025,Aligarh,Himachal Pradesh,ATM,Windows,Food,117,1063362.72,0,2,0,0,0,0
TXN0000949,CUST635175,19,Female,Upper-Middle,Canara Bank,RuPay,44.47,ATM Withdrawal,7/7/2025,Goa,Goa,desktop,Android,Education,132,1092827.87,0,8,0,0,25,0
TXN0000950,CUST726487,67,Male,Upper-Middle,Bank of Baroda,Visa,2200.79,RTGS,3/19/2025,Ranchi,Bihar,POS,Android,Travel,73,901881.47,0,3,0,0,0,0
TXN0000951,CUST327585,55,Female,Low,IDFC First,RuPay,5690.23,Wallet,11/10/2025,Lucknow,Kerala,mobile,Android,Shopping,143,424872.89,0,3,0,0,0,0
TXN0000952,CUST784448,48,Female,High,Canara Bank,Visa,2743.22,ATM Withdrawal,2/15/2025,Mysore,Gujarat,POS,Linux,Electronics,10,1287698.87,0,7,0,0,25,0
TXN0000953,CUST100813,46,Female,Low,South Indian Bank,Visa,5971.50,ATM Withdrawal,8/11/2025,Mumbai,Madhya Pradesh,mobile,Android,Electronics,18,95830.61,0,6,0,0,15,0
TXN0000954,CUST253377,55,Female,Middle,Indian Bank,RuPay,6733.15,NEFT,12/13/2025,Amritsar,Bihar,desktop,iOS,Bills,140,962202.75,0,9,1,0,45,1
TXN0000955,CUST180901,37,Male,Upper-Middle,UCO Bank,Visa,3023.34,RTGS,11/30/2025,Raipur,Jharkhand,desktop,Android,Education,18,490906.42,0,3,0,0,10,0
TXN0000956,CUST631854,26,Male,Low,HSBC India,MasterCard,5742.97,UPI,12/28/2025,Bhavnagar,Goa,POS,Android,Electronics,134,796237.25,0,2,0,0,10,0
TXN0000957,CUST412340,25,Male,Middle,Union Bank,Visa,2063.47,ATM Withdrawal,4/12/2025,Jabalpur,Goa,POS,Android,Fuel,132,548183.35,0,7,0,0,15,0
TXN0000958,CUST505992,33,Male,Low,UCO Bank,Visa,10612.65,UPI,8/28/2025,Agra,Rajasthan,desktop,Windows,Travel,127,324248.38,0,9,0,1,30,0
TXN0000959,CUST635401,43,Female,High,PNB,MasterCard,1597.03,IMPS,3/27/2025,Raipur,Uttar Pradesh,ATM,Windows,Bills,28,200967.09,0,10,0,0,15,0
TXN0000960,CUST562757,57,Male,High,Kotak Mahindra,RuPay,4795.10,Credit Card,9/18/2025,Gwalior,Himachal Pradesh,desktop,iOS,Insurance,37,611572.44,0,7,0,0,15,0
TXN0000961,CUST477581,49,Female,Low,ICICI,RuPay,2859.01,ATM Withdrawal,3/5/2025,Dehradun,Tamil Nadu,ATM,Android,Bills,5,1411556.16,0,6,0,0,15,0
TXN0000962,CUST402606,46,Female,Low,Axis Bank,RuPay,2471.77,UPI,7/4/2025,Kochi,Andhra Pradesh,desktop,Windows,Shopping,31,1034983.60,0,4,0,0,0,0
TXN0000963,CUST289271,59,Female,Upper-Middle,SBI,MasterCard,3943.35,Credit Card,3/10/2025,Aligarh,West Bengal,mobile,Linux,Electronics,55,1343132.70,0,8,0,0,15,0
TXN0000964,CUST148204,38,Female,High,RBL Bank,Visa,7284.57,Debit Card,11/4/2025,Jabalpur,Karnataka,desktop,Linux,Insurance,73,911479.51,0,3,0,1,25,0
TXN0000965,CUST477922,46,Female,High,Federal Bank,MasterCard,4023.76,IMPS,11/27/2025,Chennai,Rajasthan,desktop,Android,Entertainment,39,517366.78,0,0,0,0,10,0
TXN0000966,CUST540874,32,Female,Low,Canara Bank,Visa,4364.86,UPI,10/28/2025,Nagpur,Karnataka,mobile,Android,Electronics,78,316409.54,1,7,1,0,65,1
TXN0000967,CUST866887,68,Male,Upper-Middle,South Indian Bank,MasterCard,5872.00,ATM Withdrawal,8/21/2025,Gurgaon,Jharkhand,POS,iOS,Education,44,987056.37,0,7,0,0,15,0
TXN0000968,CUST899321,52,Female,Middle,IndusInd,RuPay,8026.62,RTGS,10/24/2025,Aligarh,West Bengal,POS,Android,Food,74,1222792.81,0,7,0,0,15,0
TXN0000969,CUST471009,55,Female,High,IDFC First,Visa,3562.64,RTGS,10/22/2025,Aligarh,Uttar Pradesh,ATM,Linux,Insurance,115,665728.87,0,10,0,0,15,0
TXN0000970,CUST285445,64,Female,High,IDFC First,MasterCard,4545.75,IMPS,2/22/2025,Ranchi,Tamil Nadu,mobile,Android,Healthcare,65,608183.39,1,10,0,0,35,0
TXN0000971,CUST280811,34,Female,Low,Union Bank,RuPay,2607.61,NEFT,11/29/2025,Srinagar,Himachal Pradesh,desktop,Windows,Food,82,536516.89,0,10,0,0,15,0
TXN0000972,CUST844867,54,Female,Upper-Middle,ICICI,RuPay,1947.96,Debit Card,11/4/2025,Srinagar,Delhi,desktop,Android,Travel,44,1255309.75,0,1,0,0,0,0
TXN0000973,CUST195574,22,Female,High,Federal Bank,RuPay,10975.61,UPI,8/23/2025,Agra,Andhra Pradesh,POS,Windows,Food,108,557954.74,0,10,0,0,15,0
TXN0000974,CUST716627,62,Male,Middle,IndusInd,Visa,21988.68,RTGS,3/14/2025,Goa,Uttarakhand,mobile,Windows,Entertainment,111,199312.24,0,1,0,0,0,0
TXN0000975,CUST106003,59,Male,Low,ICICI,Visa,4090.93,IMPS,3/18/2025,Tirupati,Telangana,ATM,Android,Bills,99,1014320.09,0,0,1,0,20,0
TXN0000976,CUST945080,39,Female,High,Bank of Baroda,Visa,6999.89,RTGS,8/16/2025,Bareilly,Rajasthan,desktop,Android,Bills,17,1125908.93,0,7,0,0,25,0
TXN0000977,CUST400993,61,Female,Middle,IndusInd,Visa,2505.76,UPI,5/18/2025,Mysore,Telangana,mobile,Android,Entertainment,24,879142.08,1,10,0,0,45,1
TXN0000978,CUST780331,59,Male,High,Bandhan Bank,MasterCard,6008.14,NEFT,12/30/2025,Noida,Haryana,desktop,Android,Fuel,25,537233.44,0,9,0,0,25,0
TXN0000979,CUST142904,36,Male,Upper-Middle,Indian Bank,MasterCard,23.10,NEFT,1/4/2025,Udaipur,Tamil Nadu,ATM,Windows,Fuel,24,330080.94,0,9,0,0,15,0
TXN0000980,CUST640767,47,Male,Low,Axis Bank,MasterCard,5873.43,RTGS,7/23/2025,Udaipur,Delhi,ATM,iOS,Fuel,91,1166262.20,0,4,0,0,0,0
TXN0000981,CUST829725,58,Female,High,IDFC First,MasterCard,22078.42,IMPS,10/5/2025,Bareilly,Kerala,desktop,iOS,Entertainment,75,1236733.35,0,10,0,0,25,0
TXN0000982,CUST131879,58,Female,Low,SBI,MasterCard,1040.17,Debit Card,3/25/2025,Meerut,Delhi,ATM,Linux,Fuel,146,859740.24,0,10,0,0,15,0
TXN0000983,CUST436996,30,Male,High,Indian Bank,MasterCard,13387.10,Debit Card,6/4/2025,Visakhapatnam,Uttar Pradesh,desktop,Windows,Bills,22,881130.20,0,0,0,0,0,0
TXN0000984,CUST808157,21,Male,High,Bandhan Bank,Visa,3322.49,Credit Card,12/7/2025,Gwalior,Jammu & Kashmir,ATM,iOS,Shopping,44,1223223.65,0,7,0,0,25,0
TXN0000985,CUST522395,46,Male,High,Indian Bank,MasterCard,2014.52,IMPS,10/25/2025,Jabalpur,Bihar,desktop,Windows,Shopping,149,622253.18,0,9,0,0,15,0
TXN0000986,CUST367540,63,Female,Upper-Middle,HSBC India,RuPay,3467.66,Credit Card,9/21/2025,Madurai,Punjab,ATM,Windows,Bills,20,1236022.34,0,5,0,0,0,0
TXN0000987,CUST942989,70,Male,Upper-Middle,Union Bank,Visa,258.32,ATM Withdrawal,3/29/2025,Patna,Rajasthan,mobile,Android,Healthcare,73,280884.08,0,5,0,1,15,0
TXN0000988,CUST461622,53,Male,High,Union Bank,Visa,1626.70,Wallet,6/24/2025,Meerut,Maharashtra,desktop,iOS,Healthcare,48,601305.57,0,7,0,0,15,0
TXN0000989,CUST658437,38,Female,High,IDFC First,MasterCard,9539.78,NEFT,7/26/2025,Coimbatore,Jharkhand,mobile,Android,Electronics,4,1077377.25,0,7,0,0,15,0
TXN0000990,CUST472576,40,Female,High,Kotak Mahindra,MasterCard,11732.24,IMPS,8/3/2025,Madurai,West Bengal,desktop,Windows,Healthcare,36,867521.31,1,5,0,0,20,0
TXN0000991,CUST105684,64,Male,High,IDFC First,RuPay,12999.68,UPI,12/4/2025,Noida,Kerala,POS,Windows,Education,70,707050.11,0,10,0,0,15,0
